League of Legend,2017,../imagenes/1111.jpg,../imagenes/11112.jpg,Estrategia_Multijugador_Fantasia
Valorant,2020,../imagenes/0000.jpg,../imagenes/00001.jpg,Multijugador_Disparos
Rocket League,2017,../imagenes/2222.jpg,../imagenes/22221.jpg,Multijugador_Deportes
Fornite,2021,../imagenes/3333.jpg,../imagenes/33331.jpg,Battle royale_Disparos_ Multiplataforma
League of Angels-Heaven's Fury,2021,../imagenes/4444.jpg,../imagenes/44441.jpg,Multijugador_Videojuego de rol_Accion
Counter Strike,2012,../imagenes/5555.jpg,../imagenes/55551.jpg,Disparos_Accion_Multijugador
Tiny Tina's Wonderlands,2022,../imagenes/6666.jpg,../imagenes/66661.jpg,Fantasia_Videojuego de rol
Stray,2022,../imagenes/7777.jpg,../imagenes/77771.jpg,Fantasia_Accion_Videojuego de rol
